Month,y3,y6,y9,y12,y15,y18,y21,y24,y30,y36,y48,y60,y72,y84,y96,y108,y120,FFR,CU,PI,BAA,AAA,major dollar,Can10,deu10,gbr10,fra10,global10_ypc1
1972-01,0.0374417094447176,0.0402331690226238,0.042061167993347,0.0425619435235172,0.0447620667881918,0.0455544735504286,0.0471686773435851,0.0484056805546489,0.0502935780340593,0.0525596749007074,0.0523950380559342,0.0552672353468891,0.0581574597796816,0.0590285018974205,0.0590223321813172,0.059016162465214,0.0592668954171958,3.3,81.8563,3.951517540402039,8.23,7.27,,6.87,7.3,7.05,8.33,0.6895610450066799
1972-02,0.0341818020950324,0.0383639460975147,0.0407657761704713,0.0421970724834129,0.0450769681320617,0.0463589916060873,0.0473420645591727,0.0482809985433,0.0515725472877085,0.0555574940653297,0.0550227205276343,0.0575971678881002,0.0597546046024335,0.0601096949854128,0.0602600190543452,0.0604103431232776,0.0607667799403248,3.83,82.2062,3.7568138290035913,8.24,7.24,,7.07,7.4,7.39,8.07,0.7435418278838793
1972-03,0.0340379108479346,0.0381576427970107,0.0396444080789184,0.0426537850133432,0.0432907363909514,0.0437163352869752,0.0455483165432094,0.0473454384604214,0.050136946786637,0.0522964154230595,0.0546400641071745,0.0563708599556904,0.0587250763801919,0.0593940752678292,0.060036840160068,0.0606796050523068,0.0626071951732486,4.17,82.8926,3.5073130166805244,8.24,7.3,,7.32,7.7,7.44,7.92,0.8151504000346133
1972-04,0.0386464156443389,0.0439554172382584,0.0470278171305419,0.0494589385927572,0.0515216282747276,0.0531577253833596,0.054502852444153,0.055424619412046,0.0566732960255531,0.0579869402532544,0.0603779340260479,0.0603768316530225,0.061618525645334,0.0614176038578703,0.0611594808191948,0.0609013577805194,0.0629379199030317,4.27,82.8225,3.307677318784119,8.23,7.3,,7.33,7.8,7.85,7.9,0.8796362025400682
1972-05,0.03614247712665,0.0390896800493003,0.0434535426777351,0.0447116852752932,0.0453232362807966,0.0470738498026,0.0490221674645407,0.0508403011789554,0.0530184601534934,0.0549305223742879,0.0580442015182607,0.0574611749781667,0.059040933030645,0.0593810077910652,0.0602794799283725,0.0611779520656798,0.0625094985624343,4.46,82.893,3.006935350889961,8.2,7.23,,7.39,7.9,8.95,7.83,1.027847678151528
1972-06,0.0386387281037499,0.0428384340629906,0.0450846560749808,0.0470444455949705,0.0471527649583272,0.0484230027029905,0.049534994632439,0.0500974756365307,0.0522756275479907,0.053210215001837,0.056043770444552,0.0573597883862609,0.0592447264391855,0.0594487025243193,0.0599305634288792,0.060412424333439,0.0627533359414299,4.55,82.6441,3.065615782602382,8.23,7.21,,7.48,8.0,8.9,7.8,1.0469899564559406
1972-07,0.041209795730414,0.0455442913193816,0.0497687502439157,0.0519581281973629,0.0514406980495555,0.0527120242193137,0.0536490784681655,0.0543582750945451,0.0555072015666757,0.0563631337320548,0.058542814658065,0.0590598840229468,0.0605327040300245,0.0601760392236369,0.0599642633615714,0.0597524874995059,0.0600211158084272,4.81,83.5285,3.066390241550554,8.19,7.19,,7.46,7.9,9.05,7.86,1.0529792138112162
1972-08,0.0375536574044484,0.043322481009541,0.0469491131561922,0.0492912354739909,0.0499750642552945,0.0506588930365981,0.0516695075786496,0.0527844538442552,0.0544018414105306,0.0565417245191059,0.0586987625586355,0.0588849547972087,0.0603020902002293,0.0603111140903244,0.0604442880103909,0.0605774619304573,0.0632455231604432,4.87,83.9714,3.3747352204891223,8.09,7.22,,7.48,7.9,9.29,7.83,1.080977505763108
1972-09,0.0457455222274471,0.0505340425953692,0.0522400463052532,0.0547241232325181,0.0548348360027565,0.0549970769853273,0.0554761008709492,0.056168138080865,0.0570948638945499,0.0586522664221627,0.0610424053258346,0.0608562931426954,0.0621601060195019,0.0639164974356878,0.0640517446939924,0.064186991952297,0.0646572445000847,5.05,84.9134,3.331090174966356,8.06,7.21,,7.34,8.0,9.1,7.91,1.064670526747428
1972-10,0.0458742586647411,0.0522898159802936,0.0544493806206763,0.0565214971696628,0.0564411271963602,0.0568854063308298,0.0575081755267793,0.0576752344831148,0.0573711335865053,0.0592428721111457,0.0601164132537685,0.0605394397194278,0.0617000657731044,0.0627088089813489,0.0632241430645386,0.0641062352039802,0.0658041116833772,5.06,85.7175,3.4249532306806607,7.99,7.12,,7.18,8.4,9.09,8.02,1.119630804260687
1972-11,0.0474553988275629,0.0518782280480167,0.0538305225285401,0.0550283141742584,0.0556465879293837,0.0569219133953577,0.0573922781478093,0.0577537975551191,0.05719908940952,0.0590808831515911,0.0609987713277016,0.0609791522367123,0.0617096457627286,0.0623000228840548,0.062662500056862,0.0631346799592155,0.063836548447204,5.33,86.5759,3.349419465812997,7.93,7.08,,7.12,8.6,9.36,8.28,1.2069273165893508
1972-12,0.0496537451329842,0.0528528837001798,0.0539361830598339,0.0541432900232422,0.0536651574734523,0.0553018129522619,0.0567095520350089,0.0564285911146234,0.0576366065230193,0.0580952868653355,0.060054370575419,0.0600610577117336,0.0603981168145999,0.0610563531169412,0.0615856676404329,0.0624651427348896,0.0632749520438128,5.94,86.9787,3.235783963835348,7.9,7.15,,7.12,8.6,9.17,8.33,1.190022156998089
1973-01,0.0524876179020468,0.055387919441383,0.0553870703295776,0.056649215049597,0.0576143946309881,0.0585202367767199,0.0606052017430369,0.0592691581981371,0.0605060821217085,0.0601187206683696,0.0609392580776676,0.0619709458164792,0.0620461927215218,0.0623902035699778,0.0622850713005641,0.0632211594650176,0.0640805849434812,6.58,88.0795,3.369987676557029,7.97,7.22,108.2242,7.18,8.6,9.33,8.38,1.2233252311624847
1973-02,0.0582418798417763,0.0606560586706237,0.0593136018432747,0.0625561714509252,0.0628532906344027,0.062846327622187,0.0625522331967536,0.0628107802137791,0.0630257927366491,0.0638765934558952,0.0647122075266125,0.064198427620982,0.064100194225339,0.0638284233875439,0.063707057342371,0.0639279264912561,0.0649442355611157,7.09,87.9606,3.9568345323740974,8.03,7.29,101.4009,7.3,8.6,9.78,8.53,1.311395989451417
1973-03,0.0587589455522425,0.0627430655809885,0.0598800827793823,0.0643167009162426,0.0645452242503959,0.0647414135599312,0.0647652732756193,0.0648357550180445,0.0653051395682934,0.0658516230242884,0.0661454953076799,0.0657812246300657,0.0653712553228796,0.064456020207267,0.0637597330120625,0.0642545829978337,0.0654390982979428,7.12,87.5274,4.569943289224954,8.09,7.26,100.4158,7.34,8.8,9.66,8.62,1.3456834126490471
1973-04,0.0657278385404664,0.0691781915016129,0.0679538490429753,0.069930939969457,0.0691419897956559,0.0690234844412515,0.0687545573590114,0.0682001034482759,0.06829601307116,0.0670105046869719,0.0663705770164449,0.0664428672280635,0.0659431455416888,0.0656288743021972,0.0661750908072915,0.0654524987042173,0.0659031783516265,7.84,87.814,4.852171452822174,8.06,7.29,100.776,7.58,9.2,9.74,8.69,1.4616756637101207
1973-05,0.0633267719092,0.0676491331691738,0.0673097717735465,0.0673469369298209,0.0671062038367826,0.0667035110747984,0.0667439287192231,0.0666292071098715,0.0663939478591529,0.0667489243326674,0.0655510420664502,0.066018017050178,0.0656936503286051,0.0660655846088284,0.0666641523869401,0.0652141892151722,0.065600919939698,8.49,87.5399,5.2921512312255725,8.13,7.37,98.8659,7.76,9.9,9.88,8.88,1.6396307127896097
1973-06,0.07100042214394,0.0725328005153231,0.0719720349320374,0.0720894350974435,0.0693363745325624,0.0683854863322065,0.0682106918914117,0.067507492318069,0.0672237779791091,0.0664939044722372,0.0655355081075451,0.0659840047401716,0.0654221438926421,0.0670523939696359,0.0671510463163798,0.0685062686308672,0.0685222557084159,10.4,87.5919,5.2967393854093325,8.24,7.45,97.8543,7.75,9.9,10.43,9.15,1.7359404163193275
1973-07,0.0800896513454597,0.0816576731901904,0.080371446858369,0.0807238927613975,0.0767467557486578,0.0749664062192831,0.071562784972552,0.0709970125553801,0.0701009843775087,0.069928707135174,0.0684038944736119,0.0681180817907108,0.0670376750687413,0.0701937897260367,0.0690623136716285,0.068415034078152,0.068572102703928,10.5,87.078,6.202928380970207,8.53,7.68,95.9269,7.8,9.8,11.22,9.33,1.8423885993960785
1973-08,0.0853919490967961,0.087410399970815,0.0867513978678791,0.0867577822839093,0.0853933813505061,0.0829124318379057,0.0807163341458592,0.0803895354980347,0.0796246833671545,0.0788327388569805,0.0791579219348051,0.0770512304854956,0.07371894154545,0.0743694163797848,0.0736164441972164,0.0731959923056305,0.0731691967226516,10.78,87.4473,6.147254691938708,8.63,7.63,98.2357,7.82,9.6,11.48,9.42,1.8542860565735808
1973-09,0.088215626429947,0.0900864787317961,0.0848230793744368,0.085631845792233,0.0802977821093666,0.076872729258867,0.0759940721409936,0.0760158124096188,0.0739832030763353,0.0723525878574715,0.071274620120397,0.0698804759909434,0.0684867444539757,0.0709597017007322,0.0709427023786469,0.070600779792081,0.0699940750173172,10.01,88.0325,6.62883193003676,8.41,7.6,97.4766,7.63,9.7,11.29,9.5,1.8311113289672272
1973-10,0.0716744824015608,0.0778289775267066,0.0778135310193172,0.077493663932231,0.0726023443905443,0.0701679330352858,0.0692162029394955,0.0671189434326473,0.0665533710994225,0.0664096315168636,0.0666323553630959,0.065705083959004,0.0657992822599637,0.066946204001765,0.0672753369898325,0.0677506812081795,0.0673631099661968,10.03,88.3454,7.184267891099672,8.42,7.67,97.0417,7.37,9.4,12.08,9.5,1.841219178931141
1973-11,0.0760844409219559,0.0773285376614098,0.0769815909873231,0.0725740010531709,0.0687699109794595,0.0680498157921895,0.0673761620960593,0.068230750217221,0.067458199174088,0.0671815906458613,0.0669710737738683,0.0666212967782206,0.0669256067230043,0.0666268865219558,0.0650280210488691,0.0649728468913682,0.0656270696513029,9.95,88.0841,7.720758206195111,8.48,7.68,101.2777,7.69,9.6,12.64,9.65,2.002554023829139
1973-12,0.075412177313653,0.0784440851927768,0.078997827460149,0.0744290774250254,0.0684191652348722,0.0684133381087357,0.0683157296549549,0.0672889582210738,0.0669367579457882,0.066538649554571,0.0667953755805943,0.0666270792900516,0.0676519432637663,0.0661530903040883,0.0642170830484113,0.0648203057473515,0.0655874261322043,9.65,87.1054,8.425904586310207,8.48,7.83,102.0751,7.74,9.6,13.0,10.21,2.1184089432598507
1974-01,0.0766422803916226,0.0774630388738313,0.0746805716571576,0.0721803112202034,0.0706331600439686,0.0703235791633037,0.0655064138678144,0.0633636156591635,0.0673300415180621,0.0667846975495052,0.0668289984880731,0.0671770185413488,0.0669959632473356,0.0667778603049245,0.0663118828541973,0.0668914949932511,0.067614316290127,8.97,86.4706,9.115502774084083,8.53,7.85,106.2552,7.73,9.9,13.46,10.48,2.252832375047849
1974-02,0.0743453990939131,0.0724573808497792,0.0720270153911095,0.0671033522611626,0.0660150202073051,0.0662125703836871,0.061093190870396,0.0639914489618232,0.0660678532699479,0.066528511252843,0.0667661777139585,0.0670601931469024,0.0676171187339486,0.0666199693891895,0.0686694617125317,0.0689396292894116,0.0689850778515651,9.35,86.1093,9.602076124567493,8.62,8.01,103.7635,7.92,10.5,13.51,10.69,2.407418490609556
1974-03,0.0767181737217641,0.0771828524353466,0.0730099668259724,0.071512913817936,0.0694052577233248,0.0677104998367647,0.064210002215364,0.0670847659550211,0.0689169526702391,0.0680637757623504,0.0688202333786452,0.0689710760195013,0.0696929662689111,0.069763430612361,0.0672903154838827,0.0675233598825466,0.0677564042812105,10.51,85.4785,9.56297735797893,8.87,8.25,100.1773,8.59,10.4,13.82,10.7,2.521490672211946
