fold_id,amp_noise_prior,time_prior,dimension_prior,lambda_corr,pred_corr_mean_L,pred_corr_mean_S,pred_corr_mean_C,pred_corr_std_L,pred_corr_std_S,pred_corr_std_C,mean_abs_pred_corr_over_train_std_L,mean_abs_pred_corr_over_train_std_S,mean_abs_pred_corr_over_train_std_C
2,moderate_amp_noise,long_time,smooth_dims,1.0,-0.002637141308378986,-0.004006428442169029,0.018953060270674508,0.0002308852527763311,0.0007998811644716696,0.0033491468120254806,0.7085667627155227,0.5458551782126079,1.667073548190685
2,moderate_amp_noise,long_time,moderate_dims,0.25,-0.003995598339997004,-0.0062210487541134825,0.030013006640490236,0.0003656237668345126,0.0013735924607955457,0.007683275201567801,1.0735671129521158,0.8475857550840217,2.6398844702376936
2,moderate_amp_noise,long_time,moderate_dims,0.5,-0.003995598339997004,-0.0062210487541134825,0.030013006640490236,0.0003656237668345126,0.0013735924607955457,0.007683275201567801,1.0735671129521158,0.8475857550840217,2.6398844702376936
2,moderate_amp_noise,long_time,moderate_dims,1.0,-0.003995598339997004,-0.0062210487541134825,0.030013006640490236,0.0003656237668345126,0.0013735924607955457,0.007683275201567801,1.0735671129521158,0.8475857550840217,2.6398844702376936
3,conservative_amp_noise,current_time,smooth_dims,0.25,-0.0012587510721477164,-0.0022633245793622294,0.012318153367512704,0.00018735711341779965,0.0004861278745780771,0.0013897807358553753,0.35454994612411067,0.33596312473691026,1.165660659403054
3,conservative_amp_noise,current_time,smooth_dims,0.5,-0.0012587510721477164,-0.0022633245793622294,0.012318153367512704,0.00018735711341779965,0.0004861278745780771,0.0013897807358553753,0.35454994612411067,0.33596312473691026,1.165660659403054
3,conservative_amp_noise,current_time,smooth_dims,1.0,-0.0012587510721477164,-0.0022633245793622294,0.012318153367512704,0.00018735711341779965,0.0004861278745780771,0.0013897807358553753,0.35454994612411067,0.33596312473691026,1.165660659403054
3,conservative_amp_noise,current_time,moderate_dims,0.25,-0.0016727979379174574,-0.003071973634166704,0.012983413258103002,0.0002936158177002486,0.0007553203123973534,0.002117383069160596,0.47117371487375215,0.4559972841079955,1.228613868346293
3,conservative_amp_noise,current_time,moderate_dims,0.5,-0.0016727979379174574,-0.003071973634166704,0.012983413258103002,0.0002936158177002486,0.0007553203123973534,0.002117383069160596,0.47117371487375215,0.4559972841079955,1.228613868346293
3,conservative_amp_noise,current_time,moderate_dims,1.0,-0.0016727979379174574,-0.003071973634166704,0.012983413258103002,0.0002936158177002486,0.0007553203123973534,0.002117383069160596,0.47117371487375215,0.4559972841079955,1.228613868346293
3,conservative_amp_noise,long_time,smooth_dims,0.25,-0.0010386945289336891,-0.0019313508079162045,0.005560930721091845,0.0001829096867613888,0.00047812605936490605,0.001015834144620149,0.2925670511203593,0.2866856385987395,0.5262280780119484
3,conservative_amp_noise,long_time,smooth_dims,0.5,-0.0010386945289336891,-0.0019313508079162045,0.005560930721091845,0.0001829096867613888,0.00047812605936490605,0.001015834144620149,0.2925670511203593,0.2866856385987395,0.5262280780119484
3,conservative_amp_noise,long_time,smooth_dims,1.0,-0.0010386945289336891,-0.0019313508079162045,0.005560930721091845,0.0001829096867613888,0.00047812605936490605,0.001015834144620149,0.2925670511203593,0.2866856385987395,0.5262280780119484
3,conservative_amp_noise,long_time,moderate_dims,0.25,-0.0014805718339916257,-0.0027943847611367994,0.006125382801122986,0.0002997930032089802,0.0007654382991968898,0.0016894256398907123,0.41702976512976864,0.4147925775335618,0.5796418945297551
3,conservative_amp_noise,long_time,moderate_dims,0.5,-0.0014805718339916257,-0.0027943847611367994,0.006125382801122986,0.0002997930032089802,0.0007654382991968898,0.0016894256398907123,0.41702976512976864,0.4147925775335618,0.5796418945297551
3,conservative_amp_noise,long_time,moderate_dims,1.0,-0.0014805718339916257,-0.0027943847611367994,0.006125382801122986,0.0002997930032089802,0.0007654382991968898,0.0016894256398907123,0.41702976512976864,0.4147925775335618,0.5796418945297551
3,moderate_amp_noise,current_time,smooth_dims,0.25,-0.0037650323429610434,-0.007170859350313713,0.05336884548041159,0.0006403828776536,0.0016459011155050315,0.008169913312035653,1.060489276942376,1.0644272307859377,5.050267013101639
3,moderate_amp_noise,current_time,smooth_dims,0.5,-0.0037650323429610434,-0.007170859350313713,0.05336884548041159,0.0006403828776536,0.0016459011155050315,0.008169913312035653,1.060489276942376,1.0644272307859377,5.050267013101639
3,moderate_amp_noise,current_time,smooth_dims,1.0,-0.0037650323429610434,-0.007170859350313713,0.05336884548041159,0.0006403828776536,0.0016459011155050315,0.008169913312035653,1.060489276942376,1.0644272307859377,5.050267013101639
3,moderate_amp_noise,current_time,moderate_dims,0.25,-0.007377815521739377,-0.014966373546448919,0.18552453967234542,0.001479767734783749,0.005890281308690966,0.19182311153183967,2.0780948303648037,2.2215769088062784,20.742490521739285
3,moderate_amp_noise,current_time,moderate_dims,0.5,-0.007377815521739377,-0.014966373546448919,0.18552453967234542,0.001479767734783749,0.005890281308690966,0.19182311153183967,2.0780948303648037,2.2215769088062784,20.742490521739285
3,moderate_amp_noise,current_time,moderate_dims,1.0,-0.007377815521739377,-0.014966373546448919,0.18552453967234542,0.001479767734783749,0.005890281308690966,0.19182311153183967,2.0780948303648037,2.2215769088062784,20.742490521739285
3,moderate_amp_noise,long_time,smooth_dims,0.25,-0.0034621170275031792,-0.007344386565052474,0.047244357614436405,0.0007263609495147764,0.0018615979500937012,0.017218880777159867,0.9751677140439171,1.090185244383331,4.470709805834932
