selected_kernel,selected_input_set,selected_input_dim,selected_amp_noise_prior,selected_time_prior,selected_dimension_prior,selected_lambda_corr,selected_S_val_neural_13,selected_val_mae_neural_13,reason_selected
RBF,7D,7,conservative_amp_noise,long_time,moderate_dims,0.25,29.09222670524248,22.136166809878667,"Pooled neural_13 RMSE S_val=sqrt(sum err^2 / sum n) across folds; best S_val=29.0922 bp; ties within 0.25 bp: lower MAE, conservative over moderate amp/noise, smooth over moderate dims, current_time over long_time when RMSE tied, lower lambda_corr, fewer pathology flags."
