Month,L,S,C
1984-06-01,13.49129418227757,-3.469414990984532,1.825907301255172
1984-07-01,13.556971502698115,-3.9140998180453828,3.5666331988880247
1984-08-01,12.550565748281006,-2.2393187653256588,1.8810379759377147
1984-09-01,12.50670076593375,-2.0423826232137476,2.0651678537228806
1984-10-01,12.281734175631433,-2.2742291095565377,1.8481664975470156
1984-11-01,11.580208042853224,-2.8503291544338802,1.6259691075940765
1984-12-01,11.624922991046114,-3.630144510938087,1.4337840567659628
1985-01-01,12.06169567644171,-4.553941072797928,0.19180027880263428
1985-02-01,11.557584086596355,-3.7713888668210647,0.33151930361759896
1985-03-01,12.045448983072182,-3.5668446951376835,0.49482801320374015
1985-04-01,11.976587263256732,-3.9340499981094768,0.2781703089378127
1985-05-01,11.904455560019118,-4.345880462764795,-0.5554960614535442
1985-06-01,10.718215834650348,-4.012368928497167,-0.7636156827411369
1985-07-01,10.909559101377624,-4.387288556601423,-0.8864356306571735
1985-08-01,11.212526909718106,-4.2770750716487385,-0.8428788072129167
1985-09-01,10.88361884499094,-4.069009906813017,-0.6389851618548683
1985-10-01,10.89524065411846,-4.198519419424086,-0.6574121277557449
1985-11-01,10.629433649498877,-3.599335694054447,-1.2487397970167002
1985-12-01,10.283855015056862,-3.0928062688070015,-1.5491995616071506
1986-01-01,9.421419540309655,-2.2076809958328907,-1.6071690442045758
1986-02-01,9.411749220285467,-2.3347142863962573,-1.364933275654142
1986-03-01,8.243706019072592,-1.2184703731117614,-0.649272910215784
1986-04-01,7.671614385749379,-1.3837636607948924,-0.3820968484028206
1986-05-01,7.80566935912939,-1.8212701872576302,-0.17889197935265938
1986-06-01,8.736325716445842,-2.621432920584623,-0.04272833483587274
1986-07-01,8.042415772156016,-2.3478539205552655,-0.3095893567721768
1986-08-01,7.947698686597207,-2.356411873091076,-0.7679901908733446
1986-09-01,7.655195187541535,-2.6240830644007884,-1.441897268209744
1986-10-01,8.035596408014943,-2.9370220250438095,-0.9564019972553257
1986-11-01,7.905516805446019,-2.7330570448173304,-1.517916189142463
1986-12-01,7.745413842169183,-2.318545337645389,-1.6764434850086443
1987-01-01,7.646326742344772,-2.124441977565596,-1.279960136527743
1987-02-01,7.629585200354832,-2.0293611883118596,-1.3227226515760213
1987-03-01,7.503964412612787,-2.0286942161808224,-1.0530284985917335
1987-04-01,7.86500254059736,-2.24223065903016,-0.7449957543061074
1987-05-01,8.526104959189752,-3.0393610312306834,0.9718781804638148
1987-06-01,8.522422562807357,-2.9932251493750144,1.5105144392738545
1987-07-01,8.539588222400402,-3.333080637794075,1.1793996808621916
1987-08-01,9.064538742188246,-3.338709454560434,0.2612036154913221
1987-09-01,9.250091203787333,-3.4138397744899094,0.6034259708682865
1987-10-01,9.84547207791572,-3.2471242250023487,0.5377901302999692
1987-11-01,9.378602922590606,-3.6725578412845534,0.3009496183945011
1987-12-01,9.345676060778436,-3.6017718217012584,0.2087988333552817
1988-01-01,9.107079091197294,-3.113759387145809,0.1167844604569452
1988-02-01,8.585295833220158,-2.719643441123247,-0.4961006733091045
1988-03-01,8.445892382314188,-2.783365900342844,-0.48038329041043565
1988-04-01,8.978181654370223,-3.036744689387844,-0.3353992398502723
1988-05-01,9.214509778686294,-3.038681726312737,-0.4253734218874488
1988-06-01,9.182911284521328,-2.640043191639361,0.07023654116432937
1988-07-01,8.949192279725725,-2.3375737669399204,-0.07565223774340904
1988-08-01,9.119380263774701,-2.179222134563515,0.3351597868395214
1988-09-01,9.180244990458704,-1.8555265229719187,0.7073896425450941
1988-10-01,8.788429136881707,-1.3847582496601305,0.4459828403875111
1988-11-01,8.650187937517268,-1.0752970594056777,-0.17801201947871326
1988-12-01,8.83506494092936,-0.748559580802877,0.587115070848601
1989-01-01,8.984536363072388,-0.5654354831800439,1.1325483112912735
1989-02-01,8.714544825496178,-0.1691984981379634,0.9660318019044936
1989-03-01,8.925171156808466,-0.20109214955191215,1.7115443011361902
1989-04-01,8.708979215571544,0.21694090110067843,2.0177546587728807
1989-05-01,8.746191229562326,-0.03035117682309854,1.5014848681911355
1989-06-01,8.35077522701336,0.30018545259076923,0.5892657392189633
1989-07-01,8.021583803044383,-0.02135871695011174,-0.3128573380947789
1989-08-01,7.756606976220791,0.10613000229869596,-1.3619984663464249
1989-09-01,7.9879510389952015,-0.041658364894341826,0.7451927129585993
1989-10-01,8.035733490628926,0.09760257631500674,0.825956505383383
1989-11-01,7.829178270195658,-0.024572970198064557,-0.10031880182169528
1989-12-01,7.786000579663592,-0.20376022115143738,-0.28785712983262757
1990-01-01,7.900479038372349,-0.14933417001395496,-0.14170571531899778
1990-02-01,8.295569378977861,-0.45509471630241205,0.25245067663359655
1990-03-01,8.467622683248617,-0.6929472403834688,0.6736685423387261
1990-04-01,8.461527753378425,-0.7310614060818722,1.171821957143962
1990-05-01,8.844863978861829,-1.0385652526030502,1.493202776452208
1990-06-01,8.389570888334989,-0.7958127598432571,0.4991716691739829
1990-07-01,8.41318339962539,-0.7045429751525337,0.026797071428722175
1990-08-01,8.39054255544498,-0.9192035100944059,-0.8632566636698117
1990-09-01,9.064164567663747,-1.633226057600996,-0.978980537418375
1990-10-01,8.953492732074652,-1.6544537958499532,-1.1361177554086261
1990-11-01,8.908845681025566,-1.7084771369857297,-1.8237238391384405
1990-12-01,8.551518780249777,-1.2768288547666176,-1.8109855663222785
1991-01-01,8.37844331467856,-1.8408218906444258,-1.6289801949482396
1991-02-01,8.36134333105427,-2.38942227158745,-1.5953877648763262
1991-03-01,8.528401269695218,-2.601309975604199,-0.7888389685960089
1991-04-01,8.53392813040614,-3.066907148784095,-0.5570357042247762
1991-05-01,8.539779833310687,-3.2674703198756756,-0.877622497625657
1991-06-01,8.754312846944057,-3.3081999047498525,-1.3029120539905172
1991-07-01,8.852889992044448,-3.451303501252479,-0.9387789454586111
1991-08-01,8.834005720350886,-3.3551367568559143,-1.6737701440136872
1991-09-01,8.60198306207618,-3.3444933320755004,-2.52388492703876
1991-10-01,8.265728477562346,-3.1633029355377897,-2.7614438493314966
1991-11-01,8.437623048598947,-3.6383184619190243,-3.6917715489537146
1991-12-01,8.409877542168354,-3.9961584430063524,-4.120173369727285
1992-01-01,8.055271170085875,-4.146139941598176,-4.581815252351842
1992-02-01,8.584360771632138,-4.927682988445834,-3.6920610098722837
1992-03-01,8.548509105276528,-4.797198624681313,-2.9835648990488473
1992-04-01,8.556226506873173,-4.968003994251917,-2.3854494994817315
1992-05-01,8.781207385407695,-5.559137640674492,-2.9540200591564636
1992-06-01,8.573751690804837,-5.094708667496457,-3.1747349153955997
1992-07-01,8.404927955318067,-4.945151527507475,-4.28585739456161
1992-08-01,8.045080197308758,-4.912429107763141,-4.4896456899172685
1992-09-01,7.985158297714687,-4.696816628934503,-5.573563374741051
1992-10-01,7.7977604902186926,-4.919040632623959,-6.078684197931012
1992-11-01,8.228510721394107,-5.169471800240472,-4.35367110218814
1992-12-01,8.152146884733163,-5.051008347221869,-3.207413909079146
1993-01-01,7.8765486796907185,-4.951991213410296,-3.5836030069116047
1993-02-01,7.656240455379615,-4.720228074288726,-4.217861168133729
1993-03-01,7.282473783222377,-4.1518916827445365,-4.968606300487247
1993-04-01,7.346609656773105,-4.33230801506522,-4.596949182666774
1993-05-01,7.263227707320547,-4.1733560134131364,-5.227390379197873
1993-06-01,7.160680161309378,-3.9578280306120335,-4.020900259151359
1993-07-01,6.748944275510511,-3.6749260584045356,-3.586875485900596
1993-08-01,6.670068400573347,-3.6032105952865554,-2.784901890433473
1993-09-01,6.307128789954152,-3.2227140475830383,-3.2072142730884114
1993-10-01,6.122751697712814,-3.1293083255580423,-2.8299194814850144
1993-11-01,6.277569999901058,-3.184863127881134,-2.4024582431199057
1993-12-01,6.60095969955009,-3.4666378899494465,-2.7297983554561704
1994-01-01,6.702944603165025,-3.6436991157322276,-2.489695494318749
1994-02-01,6.485534667511092,-3.457965715033245,-2.456471528593516
1994-03-01,6.952315801701386,-3.6052873633064815,-1.6512667585867626
1994-04-01,7.746104266129154,-4.313407211799069,-0.5177653858147744
1994-05-01,7.579790720967706,-3.7497796280167224,-0.27256669934887406
1994-06-01,7.507756982017306,-3.350320293699378,-0.05201320788475544
1994-07-01,7.716859281272586,-3.566210287925542,0.10279412644308472
1994-08-01,7.510307817811649,-3.2068245899449748,-0.21570735885106104
1994-09-01,7.511714140824662,-3.1068058797124247,-0.026374837329617207
1994-10-01,7.945210522414733,-3.0999887851036196,0.25509458528455176
1994-11-01,8.158721083163758,-3.1779264955632147,0.47940453496167756
1994-12-01,7.856450654690583,-2.4293332569568284,2.0143057346588766
1995-01-01,7.616855468255116,-1.878986253836898,2.884371522012313
1995-02-01,7.539593858840875,-1.719365229479141,1.6605107991755708
1995-03-01,7.274849773313171,-1.5631364439411324,0.46464685938902794
1995-04-01,7.219312666829952,-1.5367894450031554,0.41947854826613873
1995-05-01,7.187990804009211,-1.4636372046623811,-0.010689214759626475
1995-06-01,6.470521099993138,-0.7354214726675322,-1.6496344202825164
1995-07-01,6.431203919798038,-0.8610395269209578,-1.0695652909561773
1995-08-01,6.738744859582958,-1.2513553725238529,-0.9767512961638968
1995-09-01,6.466091342474924,-1.0403505103605475,-0.9582724473042386
1995-10-01,6.34248843507487,-0.8765020406050772,-0.6866996814737943
1995-11-01,6.183128455612919,-0.6923157178646615,-1.2890241014730224
1995-12-01,5.9544414632477825,-0.41480954066494724,-1.6084993419620108
1996-01-01,5.813456383207247,-0.5463692171999437,-1.3979937073401971
1996-02-01,5.95166810353623,-0.8281279927114295,-2.270688600264038
1996-03-01,6.31205114924641,-1.4020059254065078,-1.5016505005714942
1996-04-01,6.548440819099287,-1.6160754776517772,-0.32611823126138506
1996-05-01,6.850789125263744,-2.036202359878832,0.18466738375509145
1996-06-01,6.980100397857044,-2.1693286731252965,0.746618294593233
1996-07-01,6.830905607833968,-1.8928364857219666,0.39858558905742436
1996-08-01,6.737445183635467,-1.742877525631144,0.3054791599662382
1996-09-01,6.95913284138631,-1.9306832420888298,0.7570022895107319
1996-10-01,6.75671465371539,-1.8849745097201602,0.3184111298395784
1996-11-01,6.541980808494417,-1.5455938011526205,-0.3214795827005712
1996-12-01,6.1958228193193605,-1.1836625735246737,-0.3458029348660234
1997-01-01,6.608933382787977,-1.6776647319347346,0.1735996606179973
1997-02-01,6.547316067075647,-1.6599232243397102,0.11105315751927049
1997-03-01,6.645301312097919,-1.753907966506196,0.6050880654989248
1997-04-01,6.916539810166369,-1.9837702987086336,1.0972543592530388
1997-05-01,6.73093166150359,-1.7132312817215427,0.8425739829230933
1997-06-01,6.695526382383295,-1.8195781309423598,0.9528169159214985
1997-07-01,6.516109489216755,-1.7227166459150967,0.8284945401847216
1997-08-01,6.242266131361147,-1.242006893131733,0.45604702729542523
1997-09-01,6.359751301801592,-1.4177214677514667,0.5607959010973577
1997-10-01,6.115267078508476,-1.2196414837088478,0.4626296858201163
1997-11-01,5.96069156073397,-0.920491184034615,0.41598250371264145
1997-12-01,5.808696816095732,-0.6921162524846309,0.7650989792807095
1998-01-01,5.615695568756311,-0.4457489252293907,0.3322700607836107
1998-02-01,5.590436197371594,-0.40311967482541866,-0.2644881670636065
1998-03-01,5.708412639584179,-0.5683215235670065,0.23781240795574626
1998-04-01,5.578833502026107,-0.6281036317092076,0.6477521952381204
1998-05-01,5.62927500645286,-0.6421970612071725,0.6749541461659279
1998-06-01,5.532818652769706,-0.4864944031883705,0.5410077225924596
1998-07-01,5.425551535112479,-0.4023874813865707,0.5969004405955024
1998-08-01,5.415979793149663,-0.4001114473045554,0.5933976654942119
1998-09-01,5.165833645750582,-0.2538872697953088,-0.35233763543105534
1998-10-01,4.403594875446197,0.1111060958679595,-0.8281494746710278
1998-11-01,4.932304319514698,-0.3223800158658645,-1.2020703929201795
1998-12-01,4.817290163892396,-0.22324864911904085,-0.8553089810969725
1999-01-01,4.802669157756002,-0.29407078278991455,-0.2982776658319628
1999-02-01,4.838483092768135,-0.3999541037238969,-0.038043804302986706
1999-03-01,5.443459586169294,-1.025539914645184,0.7492263749595776
1999-04-01,5.450117284676357,-1.334670847027782,0.5968433382072414
1999-05-01,5.475535626811987,-1.167614862083892,0.35075035642356145
1999-06-01,5.932333633532482,-1.5339412174725764,0.9501326095258915
1999-07-01,5.952077494837305,-1.5015612406519119,0.8956479049579238
1999-08-01,6.088215665662248,-1.7516843412657708,1.0775858132141163
1999-09-01,6.152292497436171,-1.487653312576879,0.8183785048513232
1999-10-01,6.1282537545029685,-1.6269051345063734,1.1067079783600544
1999-11-01,6.153646894194077,-1.3064507408766175,0.7959250087834483
1999-12-01,6.209415523531759,-1.0463856444364725,0.785997173036775
2000-01-01,6.535244776460915,-1.2038872855333544,1.1566469969649793
2000-02-01,6.44646241785284,-1.0302618329201594,1.8358237274517835
2000-03-01,6.351072187116854,-0.8395462510363514,1.5863939793239996
2000-04-01,5.8691582066659125,-0.12068146603747854,1.7075811734653872
2000-05-01,5.996429380005985,-0.36006398416721186,2.6357681377100026
2000-06-01,5.863857214201023,-0.2892650669549963,2.6773215698069426
2000-07-01,5.7683574684671965,0.0875588061862958,1.5322282838261754
2000-08-01,5.784225123775537,0.4167802448345309,0.821036766029791
2000-09-01,5.635024991460626,0.6592068476667057,0.2730665461429514
2000-10-01,5.770097847973276,0.6079706104766562,-0.37187965377229865
2000-11-01,5.714656154378165,0.8285432859732547,-0.7798222729040678
2000-12-01,5.498265765852275,0.946589507853836,-1.1026522903970815
2001-01-01,5.10888480325414,0.89224289239955,-2.140140271431858
2001-02-01,5.353845292805261,-0.32568340659536976,-1.989609139705311
2001-03-01,5.279438382595523,-0.37658759062579017,-2.1648794426253875
2001-04-01,5.4288507317008925,-1.1980225812050396,-2.0735084298480073
2001-05-01,5.812585193328961,-2.04943288862989,-1.911083788562459
2001-06-01,5.900469396664784,-2.6483197317731104,-1.2342177680763067
2001-07-01,5.886830415375397,-2.5426078056343937,-1.6288222377869068
2001-08-01,5.742378608915195,-2.3726995489981775,-2.5455595619928344
2001-09-01,5.709660305875288,-2.3683283142090836,-2.6359596392094176
2001-10-01,5.529465455218372,-3.112632171255724,-3.9957186499635964
2001-11-01,5.283788736064899,-3.2876216598300014,-4.000373953632478
2001-12-01,5.7470433755214065,-4.279700318240534,-3.144083457867008
2002-01-01,6.2164013550498085,-5.052866013237244,-2.11454075527767
2002-02-01,6.027171607083012,-4.68088564892602,-2.508593228061298
2002-03-01,5.973165536707438,-4.619111620726518,-2.13621149626969
2002-04-01,6.2736406603080415,-4.995802358176961,-0.7614239866754391
2002-05-01,6.016959285122548,-4.777420775577838,-1.9529932136068333
2002-06-01,5.91445960553782,-4.551210759087361,-2.2694622193455203
2002-07-01,5.812118731146999,-4.456906744037663,-3.098685419157302
2002-08-01,5.655538192218171,-3.8674308948787557,-5.66841284675597
2002-09-01,5.12919094547732,-3.196895018249283,-5.6617140647414255
2002-10-01,4.804551546411718,-2.873613501312309,-5.571157054688221
2002-11-01,5.125779612231778,-3.367020829155663,-5.809985562664585
2002-12-01,5.351361802786689,-4.017564095998366,-4.613137552781989
2003-01-01,5.170372046091808,-3.7053623868763323,-5.528951605488123
2003-02-01,5.214422566803698,-3.7659320097041804,-5.68819144670595
2003-03-01,4.829213014639857,-3.219594982190303,-6.068201468019765
2003-04-01,5.020673771005994,-3.5497665999818504,-6.196995824715896
2003-05-01,5.0814562702109045,-3.5733688908618033,-6.401558343389392
2003-06-01,4.5151913425572605,-2.847941106653518,-6.328785581570593
2003-07-01,4.652298477203772,-3.2931302591384677,-6.010969813221375
2003-08-01,5.69176131035857,-4.586451025612978,-5.750693394932825
2003-09-01,5.920156455599476,-4.916264005163528,-5.273374785552995
2003-10-01,5.238518333103983,-3.899557616623461,-6.558344239340739
2003-11-01,5.573859823518567,-4.446737018108065,-5.403429689228089
2003-12-01,5.480132531948887,-4.520818948832192,-4.269580839889051
