obs,panel_month,actual_quote_date,exact_calendar_first_of_month,M3,M6,M9,M12,M15,M18,M21,M24,M30,M36,M48,M60,M72,M84,M96,M108,M120
1972M11,1972-11,1972-11-01,True,4.7455398827562965,5.1878228048016775,5.38305225285402,5.5028314174258455,5.564658792938376,5.692191339535771,5.739227814780938,5.775379755511914,5.719908940952005,5.908088315159111,6.099877132770167,6.097915223671239,6.170964576272863,6.230002288405488,6.266250005686203,6.313467995921555,6.383654844720402
1972M12,1972-12,1972-12-01,True,4.965374513298427,5.285288370017985,5.393618305983395,5.41432900232422,5.366515747345237,5.530181295226195,5.670955203500895,5.642859111462345,5.763660652301935,5.809528686533553,6.005437057541905,6.006105771173367,6.039811681459998,6.105635311694129,6.158566764043291,6.246514273488961,6.327495204381285
1973M01,1973-01,1973-01-02,False,5.248761790204686,5.538791944138307,5.53870703295776,5.6649215049597075,5.761439463098817,5.85202367767199,6.06052017430369,5.9269158198137175,6.050608212170853,6.011872066836964,6.093925807766761,6.197094581647928,6.204619272152185,6.23902035699778,6.228507130056413,6.322115946501763,6.4080584943481265
1973M02,1973-02,1973-02-01,True,5.8241879841776365,6.065605867062378,5.931360184327474,6.255617145092527,6.285329063440276,6.284632762218706,6.255223319675365,6.281078021377915,6.302579273664914,6.387659345589524,6.471220752661254,6.419842762098204,6.410019422533907,6.382842338754389,6.3707057342371085,6.392792649125617,6.494423556111572
1973M03,1973-03,1973-03-01,True,5.875894555224253,6.274306558098851,5.988008277938231,6.4316700916242615,6.45452242503959,6.474141355993124,6.476527327561935,6.4835755018044585,6.530513956829348,6.585162302428843,6.614549530767993,6.578122463006579,6.5371255322879644,6.445602020726708,6.375973301206253,6.425458299783379,6.543909829794285
1973M04,1973-04,1973-04-02,False,6.572783854046649,6.91781915016129,6.795384904297537,6.993093996945706,6.914198979565596,6.902348444125154,6.875455735901144,6.820010344827598,6.829601307116008,6.701050468697193,6.6370577016444985,6.64428672280635,6.594314554168884,6.562887430219727,6.617509080729154,6.5452498704217295,6.59031783516265
1973M05,1973-05,1973-05-01,True,6.332677190920006,6.76491331691738,6.7309771773546565,6.734693692982094,6.710620383678266,6.670351107479844,6.674392871922316,6.66292071098715,6.639394785915298,6.674892433266742,6.555104206645021,6.601801705017802,6.569365032860509,6.606558460882848,6.666415238694009,6.521418921517225,6.560091993969805
1973M06,1973-06,1973-06-01,True,7.100042214394003,7.253280051532316,7.197203493203746,7.208943509744355,6.933637453256248,6.838548633220652,6.821069189141175,6.750749231806907,6.722377797910912,6.649390447223727,6.55355081075451,6.598400474017163,6.542214389264214,6.705239396963597,6.715104631637987,6.850626863086726,6.85222557084159
1973M07,1973-07,1973-07-02,False,8.00896513454597,8.165767319019045,8.037144685836905,8.072389276139754,7.674675574865781,7.496640621928319,7.1562784972552045,7.099701255538019,7.010098437750875,6.992870713517404,6.8403894473611935,6.811808179071087,6.703767506874132,7.019378972603669,6.9062313671628575,6.841503407815205,6.8572102703928
1973M08,1973-08,1973-08-01,True,8.539194909679617,8.741039997081506,8.675139786787916,8.67577822839093,8.539338135050617,8.291243183790572,8.071633414585923,8.038953549803477,7.962468336715458,7.88327388569805,7.915792193480518,7.705123048549568,7.371894154545003,7.436941637978485,7.361644419721644,7.319599230563051,7.316919672265162
1973M09,1973-09,1973-09-04,False,8.821562642994708,9.008647873179617,8.482307937443682,8.563184579223304,8.029778210936666,7.687272925886707,7.59940721409936,7.601581240961884,7.398320307633531,7.2352587857471535,7.127462012039709,6.988047599094349,6.848674445397575,7.09597017007322,7.094270237864691,7.060077979208103,6.999407501731728
1973M10,1973-10,1973-10-01,True,7.167448240156079,7.782897752670667,7.781353101931727,7.749366393223103,7.260234439054431,7.016793303528582,6.921620293949553,6.71189434326473,6.6553371099422565,6.640963151686366,6.663235536309596,6.5705083959004025,6.579928225996377,6.694620400176508,6.727533698983258,6.775068120817954,6.7363109966196895
1973M11,1973-11,1973-11-01,True,7.608444092195595,7.732853766140985,7.698159098732312,7.2574001053170925,6.876991097945952,6.80498157921895,6.737616209605932,6.823075021722103,6.745819917408806,6.718159064586134,6.697107377386834,6.662129677822066,6.692560672300439,6.662688652195589,6.502802104886913,6.497284689136825,6.562706965130294
1973M12,1973-12,1973-12-03,False,7.541217731365305,7.844408519277689,7.899782746014907,7.4429077425025465,6.8419165234872255,6.841333810873576,6.831572965495497,6.728895822107385,6.693675794578824,6.653864955457102,6.679537558059434,6.662707929005161,6.765194326376633,6.615309030408834,6.421708304841134,6.482030574735155,6.558742613220433
1974M01,1974-01,1974-01-02,False,7.664228039162269,7.7463038873831325,7.468057165715769,7.21803112202034,7.063316004396865,7.032357916330377,6.550641386781443,6.336361565916353,6.733004151806217,6.678469754950522,6.682899848807315,6.717701854134884,6.699596324733567,6.6777860304924515,6.631188285419731,6.689149499325111,6.761431629012702
1974M02,1974-02,1974-02-01,True,7.434539909391313,7.245738084977929,7.202701539110956,6.71033522611626,6.601502020730518,6.621257038368709,6.1093190870396015,6.399144896182321,6.606785326994793,6.6528511252842994,6.676617771395856,6.7060193146902485,6.761711873394866,6.661996938918952,6.866946171253173,6.893962928941168,6.898507785156519
1974M03,1974-03,1974-03-01,True,7.671817372176417,7.718285243534663,7.300996682597241,7.151291381793608,6.940525772332487,6.771049983676472,6.421000221536407,6.708476595502115,6.891695267023916,6.806377576235041,6.88202333786452,6.89710760195013,6.969296626891114,6.976343061236104,6.7290315483882726,6.752335988254663,6.775640428121054
1974M04,1974-04,1974-04-01,True,8.506677978096516,8.46752141543493,8.358099971608498,8.103455404985963,7.926477208947231,7.770898344447824,7.692284353699669,7.710188555477639,7.6326074147488185,7.610919577636769,7.506091337477337,7.443673696083643,7.533222473904963,7.428582948782489,7.122486069963683,7.068669306972669,7.0148525439816565
