date,panel_month,calendar_month_start,actual_quote_date,exact_calendar_first_of_month,calendar_days_after_month_start,n_raw,n_pass1,n_pass2,n_pass3,n_pass4,y3,y6,y9,y12,y15,y18,y21,y24,y30,y36,y48,y60,y72,y84,y96,y108,y120
2015-07-01,2015-07,2015-07-01,2015-07-01,True,0,285,285,285,285,285,0.0001472079192667455,0.001121340475356846,0.0017250014120987912,0.0033456999954600696,0.00436438914332262,0.005285053462686511,0.006024530617467377,0.0069213055911421986,0.008969793540137912,0.010908532944889887,0.01457246391515941,0.017218590711940877,0.020165829787770543,0.021789990485064845,0.0232914716695466,0.024354212805274573,0.024727412867218038
2015-08-03,2015-08,2015-08-01,2015-08-03,False,2,282,282,282,282,282,0.0005657610873015652,0.0014295331568826696,0.0021352906269021077,0.003553730816125795,0.004385743236082722,0.005207993687343504,0.006022518743654953,0.006749174729865595,0.008355166713513723,0.009901585710312388,0.013169384222784282,0.015491811189241502,0.017860083810556798,0.019176059856816818,0.020513505096558752,0.02154597473231678,0.021825948686079455
2015-09-01,2015-09,2015-09-01,2015-09-01,True,0,285,285,285,285,285,0.00028220398896658427,0.0025240159340008984,0.0029778939011635415,0.004212875927433682,0.004887094355700998,0.005904136238490964,0.006618724648418262,0.007280186667483024,0.009157402667829589,0.010480578096995801,0.01343380156605788,0.01523602515242506,0.017787432254957783,0.019052694554658908,0.02043487940710749,0.02160573765640236,0.021997377755606676
2015-10-01,2015-10,2015-10-01,2015-10-01,True,0,284,284,284,284,284,-0.0002226132492937363,0.000679978335794476,0.001760769583354768,0.003872358007904758,0.004542663879677168,0.005098329460203541,0.006069427393434694,0.0065515036345827945,0.007993336477274826,0.009312926866576716,0.012020739222056775,0.0138766540857698,0.016363303996130358,0.017654673115141063,0.019051515039597903,0.020362531544356265,0.02090657457298164
2015-11-02,2015-11,2015-11-01,2015-11-02,False,1,280,280,280,280,280,0.0006518334342459671,0.0026383027229433436,0.003286512336517351,0.004443957528929553,0.005515256942623501,0.0064129858267505625,0.007018606295553842,0.007820187026723659,0.00938172121138641,0.010813738306482336,0.013869217037580643,0.015837199573904864,0.01817581629361832,0.019400096538446085,0.020568686434412963,0.021803166247382696,0.022325397446473785
2015-12-01,2015-12,2015-12-01,2015-12-01,True,0,283,283,283,283,283,0.002026287500104843,0.00407880280708267,0.004344413833339899,0.007051506437251811,0.007673549192764793,0.007999048707047889,0.008733377190517437,0.009263200648500615,0.010576749134666077,0.011841399461367998,0.01444159975880133,0.016183577097286867,0.01812566106246255,0.019402898821807527,0.02032813232015669,0.02151154667193022,0.02181094489883775
2016-01-04,2016-01,2016-01-01,2016-01-04,False,3,281,281,281,281,281,0.0016920868053456916,0.004600844037668473,0.004997226281072726,0.007065255327718894,0.008789549741935137,0.00950151518488401,0.01020639846937732,0.010714365830780705,0.011939303616582672,0.013317076731928357,0.015891815594986123,0.017546968437478914,0.019582575060041445,0.020807023444448045,0.02161741100178559,0.022547153672411762,0.02297479888258926
2016-02-01,2016-02,2016-02-01,2016-02-01,True,0,284,284,284,284,284,0.0033048853272802043,0.004544067184012656,0.0040586038820165145,0.0063734827230140095,0.007219150384106093,0.007518918663914855,0.008063151533988974,0.0082324520435316,0.00904179084939672,0.010171637229575677,0.012411542510854006,0.013939974774639138,0.015835217660211516,0.01726736279661308,0.01839159615035457,0.019558574570141898,0.020331042362292894
2016-03-01,2016-03,2016-03-01,2016-03-01,True,0,281,281,281,281,281,0.0032760956526544155,0.004835987918992901,0.004064522197772219,0.006734053293129255,0.007751828966764786,0.008112100320246753,0.008399077939196671,0.008510964380548942,0.00887387635721422,0.009957987636241736,0.012287634977815994,0.013483114748106229,0.015485959159132551,0.01638914731221675,0.017410616379913806,0.01843518464625005,0.018778446413031398
2016-04-01,2016-04,2016-04-01,2016-04-01,True,0,281,281,281,281,281,0.0022105014451770503,0.003926321657822683,0.0045287478698959605,0.006011543604141393,0.006946839005954296,0.0070135466241208035,0.00726922471272136,0.007405063406945966,0.008059092983284454,0.008861010724133282,0.010811988502091412,0.012354119542355569,0.014441006911654418,0.015536042676830931,0.016624758857700078,0.017726881978882406,0.01829717029822346
