fold_id,kernel,input_set,factor,lambda_corr,ell_dL_t,ell_dS_t,ell_dC_t,rq_alpha,alpha_factor,sigma_factor,map_objective,optimizer_success,best_restart_name,final_jitter,n_train,pathology_flag,ell_L_dm_t,ell_S_dm_t,ell_C_dm_t,ell_time
3,RQ,4D,C,0.5,,,,2.1607324499632785,0.1488670128482061,0.9814291798675436,-1421.6400473895812,True,shrink_to_noise,1e-06,334,none,2.1690334393495942,2.234055932319833,1.9584493672143866,1.8943280860578005
3,RQ,4D,L,1.0,,,,2.1607324499632785,0.08962004893024779,0.9958060749481276,-1421.6400473895812,True,shrink_to_noise,1e-06,334,none,2.1690334393495942,2.234055932319833,1.9584493672143866,1.8943280860578005
3,RQ,4D,S,1.0,,,,2.1607324499632785,0.08780125942004395,0.9962749736126189,-1421.6400473895812,True,shrink_to_noise,1e-06,334,none,2.1690334393495942,2.234055932319833,1.9584493672143866,1.8943280860578005
3,RQ,4D,C,1.0,,,,2.1607324499632785,0.1488670128482061,0.9814291798675436,-1421.6400473895812,True,shrink_to_noise,1e-06,334,none,2.1690334393495942,2.234055932319833,1.9584493672143866,1.8943280860578005
3,RQ,7D,L,0.5,1.138093979224807,1.5306858343030822,1.6487784464846293,3.060503646587407,0.09793316233488293,0.9925329634138744,-1418.5017429796756,True,conservative,1e-06,334,none,1.8581565372453057,2.4870710404644805,1.385094456754124,2.3456065263424386
3,RQ,7D,S,0.5,1.138093979224807,1.5306858343030822,1.6487784464846293,3.060503646587407,0.11022966566078723,0.9897300414951525,-1418.5017429796756,True,conservative,1e-06,334,none,1.8581565372453057,2.4870710404644805,1.385094456754124,2.3456065263424386
3,RQ,7D,C,0.5,1.138093979224807,1.5306858343030822,1.6487784464846293,3.060503646587407,0.793391905894734,0.7921869867096749,-1418.5017429796756,True,conservative,1e-06,334,none,1.8581565372453057,2.4870710404644805,1.385094456754124,2.3456065263424386
3,RQ,7D,L,1.0,1.138093979224807,1.5306858343030822,1.6487784464846293,3.060503646587407,0.09793316233488293,0.9925329634138744,-1418.5017429796756,True,conservative,1e-06,334,none,1.8581565372453057,2.4870710404644805,1.385094456754124,2.3456065263424386
3,RQ,7D,S,1.0,1.138093979224807,1.5306858343030822,1.6487784464846293,3.060503646587407,0.11022966566078723,0.9897300414951525,-1418.5017429796756,True,conservative,1e-06,334,none,1.8581565372453057,2.4870710404644805,1.385094456754124,2.3456065263424386
3,RQ,7D,C,1.0,1.138093979224807,1.5306858343030822,1.6487784464846293,3.060503646587407,0.793391905894734,0.7921869867096749,-1418.5017429796756,True,conservative,1e-06,334,none,1.8581565372453057,2.4870710404644805,1.385094456754124,2.3456065263424386
